referrer,views_total,views_unique
Google,285,37
github.com,154,28
keptn.sh,145,48
medium.com,17,4
cncf.io,6,4
dt-rnd.atlassian.net,4,2
dev.azure.com,4,2
youtube.com,2,2
m.sogou.com,2,1
yandex.kz,2,1
